Nombre_Jugador,Posición,Equipo,Edad,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Porcentaje_Triples,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Pérdidas,Robos,Bloqueos,Faltas_Personales,Doble_Dobles,Triple_Dobles,Año
Roger Mason,SG,WAS,26,7.9,2.7,1.0,2.9,0.5,1.6,,0.2,0.3,0.1,0.6,0.7,0.6,0.3,0.2,0.1,1.1,1,1,2007
Roger Mason,PG,WAS,27,21.4,9.1,3.3,7.5,1.6,4.1,,0.8,0.9,0.2,1.4,1.6,1.7,0.9,0.5,0.2,1.8,1,1,2008
Roger Mason,SG,SAS,28,30.4,11.8,4.3,10.0,2.0,4.8,,1.3,1.4,0.2,2.9,3.1,2.1,1.2,0.5,0.1,2.0,1,1,2009
Roger Mason,SG,SAS,29,19.2,6.3,2.4,6.3,1.1,3.3,,0.3,0.4,0.1,1.9,2.1,1.7,0.7,0.4,0.2,1.3,1,1,2010
Roger Mason,SG,NYK,30,12.3,2.9,1.0,3.0,0.6,1.7,,0.3,0.4,0.2,1.5,1.7,0.8,0.2,0.2,0.1,1.0,1,1,2011
Roger Mason,SG,WAS,31,13.4,5.5,2.0,5.0,1.1,3.0,,0.4,0.5,0.1,1.2,1.3,0.9,0.6,0.3,0.1,0.6,1,1,2012
Roger Mason,SG,NOH,32,17.7,5.3,1.9,4.4,1.0,2.3,,0.6,0.6,0.2,1.8,1.9,1.1,0.7,0.4,0.2,1.5,1,1,2013
Roger Mason,SG,MIA,33,10.4,3.0,1.0,2.7,0.7,1.9,,0.3,0.3,0.0,0.8,0.9,0.8,0.4,0.2,0.0,1.0,1,1,2014
Roger Powell,SF,UTA,24,4.3,0.7,0.0,1.0,0.0,0.3,,0.7,0.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7,0,0,2007
Roko Uki?,PG,TOR,24,12.4,4.2,1.7,4.5,0.2,0.9,,0.6,0.8,0.4,0.7,1.0,2.1,0.8,0.4,0.0,1.1,1,1,2009
Roko Uki?,PG,MIL,25,7.5,3.1,1.1,2.3,0.2,0.9,,0.7,0.8,0.0,0.2,0.2,0.9,0.5,0.1,0.0,0.5,1,0,2010
Rolando Blackman,SG,DAL,31,37.1,19.9,7.9,16.5,0.5,1.4,,3.5,4.1,0.8,2.4,3.2,3.8,2.0,0.9,0.2,1.9,1,1,1991
Rolando Blackman,SG,DAL,32,33.7,18.3,7.1,15.5,0.9,2.3,,3.2,3.5,1.0,2.1,3.2,2.7,2.0,0.7,0.3,1.8,1,1,1992
Rolando Blackman,SG,NYK,33,23.9,9.7,4.0,9.0,0.5,1.2,,1.2,1.5,0.4,1.3,1.7,2.6,1.1,0.4,0.2,2.2,1,1,1993
Rolando Blackman,SG,NYK,34,17.6,7.3,2.9,6.7,0.5,1.5,,0.9,1.0,0.4,1.3,1.7,1.4,0.8,0.5,0.1,1.8,1,1,1994
Romeo Langford,SG,BOS,20,11.6,2.5,0.9,2.5,0.2,0.8,,0.6,0.8,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,1,1,2020
Romeo Langford,SG,BOS,21,15.7,3.1,1.2,3.3,0.3,1.0,,0.5,0.7,0.7,1.3,1.9,0.7,0.6,0.3,0.3,1.3,1,1,2021
Ron Anderson,SF,PHI,32,28.5,14.6,6.2,12.9,0.1,0.5,,2.0,2.4,1.3,3.2,4.5,1.4,1.2,0.8,0.2,2.0,1,1,1991
Ron Anderson,SF,PHI,33,29.7,13.7,5.7,12.3,0.5,1.5,,1.7,2.0,1.2,2.2,3.4,1.6,1.3,1.0,0.1,1.6,1,1,1992
Ron Anderson,SF,PHI,34,18.3,8.1,3.3,7.9,0.6,1.7,,1.0,1.3,0.9,1.8,2.7,1.3,0.9,0.4,0.1,1.1,1,1,1993
Ron Anderson,SF,TOT,35,51.0,13.8,5.1,12.3,1.0,3.7,,2.7,3.3000000000000003,2.3,5.3,7.6,2.4000000000000004,1.5,1.2,0.4,2.3,3,2,1994
Ron Baker,SG,NYK,23,16.5,4.1,1.6,4.2,0.4,1.7,,0.5,0.8,0.2,1.7,1.9,2.1,1.1,0.7,0.2,1.4,1,1,2017
Ron Baker,SG,NYK,24,13.3,2.4,0.7,2.0,0.4,1.1,,0.7,0.9,0.2,0.9,1.0,1.6,0.6,0.9,0.2,1.1,1,1,2018
Ron Baker,SG,TOT,25,31.1,2.2,0.7,3.8,0.2,2.7,,0.8,0.9,0.2,2.2,2.3,2.7,1.1,1.2,0.4,3.2,2,1,2019
Ron Grandison,PF,CHH,27,8.3,3.3,0.7,1.3,0.0,0.0,,2.0,3.3,1.0,2.7,3.7,0.3,1.0,0.3,0.3,1.3,0,0,1992
Ron Grandison,PF,NYK,30,4.0,1.0,0.5,2.0,0.0,0.0,,0.0,0.0,1.5,1.0,2.5,1.0,0.0,0.0,0.0,1.0,0,0,1995
Ron Grandison,PF,TOT,31,38.5,8.7,3.2,7.800000000000001,0.3,1.5,,2.0,3.0,2.6,5.1,7.7,1.7,1.2,1.5,0.4,3.3,3,2,1996
Ron Harper,SG,LAC,27,35.5,19.6,7.3,18.7,1.2,3.8,,3.7,5.6,1.5,3.3,4.8,5.4,3.3,1.7,0.9,2.8,1,1,1991
Ron Harper,SG,LAC,28,38.3,18.2,6.9,15.8,0.8,2.6,,3.6,4.9,1.5,4.0,5.5,5.1,3.1,1.9,0.9,2.4,1,1,1992
Ron Harper,SG,LAC,29,37.1,18.0,6.8,15.0,0.7,2.3,,3.8,5.0,1.5,3.9,5.3,4.5,2.8,2.2,0.9,2.7,1,1,1993
Ron Harper,SG,LAC,30,38.1,20.1,7.6,17.8,0.9,3.1,,4.0,5.6,1.7,4.4,6.1,4.6,3.2,1.9,0.7,2.2,1,1,1994
Ron Harper,SG,CHI,31,19.9,6.9,2.7,6.4,0.4,1.4,,1.1,1.7,0.7,1.7,2.3,2.0,1.3,1.3,0.4,1.7,1,1,1995
Ron Harper,PG,CHI,32,23.6,7.4,2.9,6.3,0.4,1.3,,1.2,1.7,0.9,1.7,2.7,2.6,0.9,1.3,0.4,1.7,1,1,1996
Ron Harper,PG,CHI,33,22.9,6.3,2.3,5.3,0.9,2.5,,0.8,1.1,0.6,1.9,2.5,2.5,0.7,1.1,0.5,1.8,1,1,1997
Ron Harper,PG,CHI,34,27.9,9.3,3.6,8.1,0.2,1.0,,2.0,2.6,1.3,2.2,3.5,2.9,1.1,1.3,0.6,2.2,1,1,1998
Ron Harper,SG,CHI,35,31.6,11.2,4.2,11.1,0.8,2.4,,2.0,2.9,1.4,3.7,5.1,3.3,1.9,1.7,1.0,2.3,1,1,1999
Ron Harper,PG,LAL,36,25.5,7.0,2.7,6.6,0.4,1.3,,1.3,1.8,1.2,3.0,4.2,3.4,1.7,1.1,0.5,2.1,1,1,2000
Ron Harper,PG,LAL,37,24.2,6.5,2.7,5.8,0.4,1.5,,0.7,1.0,1.0,2.6,3.5,2.4,1.3,0.8,0.5,1.5,1,1,2001
Ron Mercer,SG,BOS,21,33.3,15.3,6.4,14.3,0.0,0.4,,2.4,2.8,1.4,2.1,3.5,2.2,1.7,1.6,0.2,2.7,1,1,1998
Ron Mercer,SG,BOS,22,37.8,17.0,7.4,17.2,0.1,0.7,,2.0,2.6,0.9,2.9,3.8,2.5,2.2,1.6,0.3,2.0,1,1,1999
Ron Mercer,SG,TOT,23,104.4,50.4,20.3,47.5,0.6000000000000001,2.1,,9.3,11.9,2.8000000000000003,8.0,11.0,6.8,6.7,3.4,1.0,6.7,3,3,2000
Ron Mercer,SG,CHI,24,41.6,19.7,8.2,18.4,0.2,0.8,,3.1,3.7,1.2,2.7,3.9,3.3,2.1,1.3,0.4,2.4,1,1,2001
Ron Mercer,SG,TOT,25,86.4,35.5,15.0,37.9,0.8,3.0,,4.7,5.7,2.5,6.5,9.1,6.2,4.4,1.6,0.7,5.9,3,3,2002
Ron Mercer,SG,IND,26,23.2,7.7,3.4,8.3,0.0,0.2,,0.9,1.1,0.4,1.7,2.1,1.6,0.8,0.7,0.2,1.7,1,1,2003
Ron Mercer,SG,SAS,27,13.2,5.0,2.3,5.4,0.1,0.2,,0.3,0.4,0.3,1.0,1.3,0.6,0.7,0.4,0.1,0.9,1,1,2004
Ron Mercer,SF,NJN,28,21.7,7.6,3.6,8.8,0.0,0.2,,0.4,0.6,0.5,1.7,2.2,1.1,0.8,0.9,0.1,1.1,1,1,2005
Ronald Dupree,SF,CHI,23,19.0,6.2,2.4,6.0,0.1,0.2,,1.4,2.2,1.2,2.4,3.6,1.2,1.1,0.7,0.4,2.9,1,1,2004
Ronald Dupree,SF,DET,24,10.0,3.2,1.3,2.7,0.0,0.0,,0.6,1.0,0.7,1.3,2.0,0.5,0.5,0.1,0.2,1.3,1,1,2005
Ronald Dupree,SF,MIN,25,7.4,2.2,0.9,1.8,0.0,0.0,,0.4,1.1,0.6,0.8,1.4,0.4,0.4,0.3,0.0,1.2,1,1,2006
Ronald Dupree,SF,DET,26,4.9,1.3,0.6,1.6,0.0,0.0,,0.2,0.5,0.3,0.6,0.9,0.3,0.2,0.3,0.1,0.6,1,0,2007
Ronald Dupree,SF,TOT,27,11.7,1.8,0.5,1.4,0.0,0.0,,0.9,0.9,0.5,3.2,3.6,0.5,0.0,0.5,0.0,0.0,0,0,2008
Ronald Dupree,SF,TOR,30,4.3,0.7,0.3,1.3,0.0,0.3,,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.7,0,0,2011
Ronald Murray,SG,TOT,23,17.9,5.8,2.6,6.9,0.0,1.2,,0.8,1.2999999999999998,0.0,1.9,1.9,1.7,2.9,0.6,0.0,0.0,0,0,2003
Ronald Murray,PG,SEA,24,24.6,12.4,4.7,11.2,0.8,2.8,,2.0,2.9,0.5,1.9,2.5,2.5,1.8,1.0,0.3,1.9,1,1,2004
Ronald Murray,SG,SEA,25,18.0,7.0,2.7,7.4,0.5,1.9,,1.2,1.6,0.3,1.7,2.0,1.3,1.2,0.6,0.2,1.2,1,1,2005
Ronald Murray,SG,TOT,26,87.10000000000001,34.6,13.0,30.8,1.6,5.8,,7.0,9.8,1.3,4.9,6.2,7.9,5.4,2.9,0.5,5.5,3,3,2006
Ronald Murray,SG,DET,27,21.4,6.7,2.6,6.3,0.3,1.2,,1.3,1.7,0.4,1.3,1.6,2.7,1.3,0.7,0.2,1.4,1,1,2007
Ronald Murray,PG,TOT,28,62.0,27.9,10.9,25.9,1.4,4.5,,4.8,6.9,1.6,4.2,5.9,10.3,5.9,2.7,0.3,3.5,3,3,2008
Ronald Murray,SG,ATL,29,24.7,12.2,4.4,9.9,1.1,3.0,,2.2,2.9,0.3,1.8,2.1,2.0,1.6,1.1,0.2,2.2,1,1,2009
Ronald Murray,SG,TOT,30,67.3,29.9,10.8,27.4,2.8,8.8,,5.6,7.6,1.1,6.4,7.4,5.4,3.5,1.7999999999999998,0.6,5.1,3,3,2010
Rondae Hollis-Jefferson,SF,BRK,21,21.2,5.8,2.2,4.8,0.1,0.5,,1.3,1.8,1.3,4.0,5.3,1.5,0.9,1.3,0.6,2.1,1,1,2016
Rondae Hollis-Jefferson,SF,BRK,22,22.6,8.7,3.0,6.9,0.2,0.9,,2.4,3.2,1.2,4.6,5.8,2.0,1.5,1.1,0.6,2.3,1,1,2017
Rondae Hollis-Jefferson,SF,BRK,23,28.2,13.9,5.0,10.6,0.2,0.8,,3.7,4.6,1.5,5.3,6.8,2.5,1.8,1.0,0.7,2.1,1,1,2018
Rondae Hollis-Jefferson,SF,BRK,24,20.9,8.9,3.4,8.3,0.2,0.8,,2.0,3.1,1.4,3.8,5.3,1.6,1.2,0.7,0.5,1.8,1,1,2019
Rondae Hollis-Jefferson,PF,TOR,25,18.7,7.0,2.6,5.5,0.1,0.4,,1.8,2.4,1.8,2.9,4.7,1.8,1.0,0.8,0.4,1.9,1,1,2020
Rondae Hollis-Jefferson,PF,POR,26,9.7,2.5,0.8,1.6,0.0,0.1,,0.8,1.5,1.0,1.4,2.4,1.2,0.2,0.2,0.4,1.4,1,1,2021
Ronnie Brewer,SG,UTA,21,12.1,4.6,1.8,3.4,0.0,0.2,,1.0,1.5,0.7,0.7,1.3,0.4,0.4,0.7,0.1,0.8,1,1,2007
Ronnie Brewer,SG,UTA,22,27.5,12.0,4.7,8.3,0.1,0.7,,2.6,3.4,1.3,1.6,2.9,1.8,0.9,1.7,0.3,1.4,1,1,2008
Ronnie Brewer,SF,UTA,23,32.2,13.7,5.2,10.2,0.3,1.0,,3.0,4.3,1.2,2.5,3.7,2.2,1.4,1.7,0.4,1.6,1,1,2009
Ronnie Brewer,SG,TOT,24,77.4,20.3,8.1,17.8,0.3,1.1,,3.8,5.699999999999999,1.8,6.2,8.0,6.1,2.3,4.4,0.6,2.9,2,2,2010
Ronnie Brewer,SG,CHI,25,22.0,6.2,2.5,5.3,0.1,0.3,,1.1,1.6,0.7,2.6,3.2,1.7,0.7,1.3,0.3,1.0,1,1,2011
Ronnie Brewer,SG,CHI,26,24.8,6.9,2.9,6.7,0.3,1.0,,0.8,1.5,1.1,2.4,3.5,2.1,0.9,1.1,0.3,1.0,1,1,2012
Ronnie Brewer,SF,TOT,27,39.8,7.5,3.0,8.7,1.0,3.2,,0.6,1.5,2.2,5.0,7.4,2.4,0.8999999999999999,2.0,0.2,1.6,3,2,2013
Ronnie Brewer,SF,TOT,28,15.6,0.6,0.2,1.2999999999999998,0.0,0.6,,0.0,0.2,0.2,1.0,1.2,0.8,0.2,0.6,0.0,0.4,0,0,2014
Ronnie Price,PG,SAC,22,5.2,2.1,0.7,2.0,0.2,0.9,,0.4,0.4,0.2,0.3,0.5,0.4,0.3,0.2,0.0,0.3,1,1,2006
Ronnie Price,PG,SAC,23,9.7,3.3,1.2,3.0,0.4,1.1,,0.6,0.9,0.3,1.0,1.2,0.8,0.6,0.5,0.1,1.1,1,1,2007
Ronnie Price,PG,UTA,24,9.6,3.7,1.4,3.3,0.4,1.2,,0.4,0.6,0.1,0.6,0.8,1.3,0.5,0.5,0.0,1.4,1,1,2008
Ronnie Price,PG,UTA,25,14.2,4.0,1.5,3.9,0.4,1.2,,0.7,0.9,0.2,1.1,1.3,2.1,1.2,0.8,0.1,1.4,1,1,2009
Ronnie Price,PG,UTA,26,13.4,4.3,1.6,4.0,0.3,1.1,,0.7,1.0,0.5,0.8,1.2,2.1,0.9,0.7,0.2,1.8,1,1,2010
Ronnie Price,SG,UTA,27,12.2,3.3,1.3,3.6,0.3,1.2,,0.5,0.7,0.4,0.7,1.0,0.9,0.9,0.7,0.1,1.8,1,1,2011
Ronnie Price,PG,PHO,28,14.4,3.6,1.4,3.6,0.4,1.2,,0.6,0.7,0.5,1.1,1.6,1.9,1.3,0.9,0.1,2.0,1,1,2012
Ronnie Price,PG,POR,29,13.1,2.7,1.0,3.1,0.3,1.0,,0.4,0.6,0.3,0.8,1.1,1.9,0.9,0.7,0.1,1.6,1,1,2013
Ronnie Price,SG,ORL,30,12.2,2.4,0.9,3.0,0.3,1.4,,0.3,0.4,0.3,1.1,1.4,2.1,0.8,0.8,0.1,1.6,1,1,2014
Ronnie Price,PG,LAL,31,22.8,5.1,1.8,5.2,0.7,2.5,,0.8,1.0,0.4,1.2,1.6,3.8,1.2,1.6,0.1,2.7,1,1,2015
Ronnie Price,PG,PHO,32,19.5,5.3,1.9,4.9,1.1,3.2,,0.5,0.7,0.4,1.2,1.6,2.4,1.1,1.2,0.2,2.6,1,1,2016
Ronnie Price,PG,PHO,33,9.6,1.0,0.3,1.7,0.2,1.2,,0.2,0.3,0.2,0.6,0.8,1.3,0.2,0.8,0.1,1.0,1,1,2017
Ronny Turiaf,C,LAL,23,7.0,2.0,0.7,1.3,0.0,0.0,,0.7,1.2,0.5,1.1,1.6,0.3,0.3,0.1,0.4,1.3,1,0,2006
Ronny Turiaf,C,LAL,24,15.1,5.3,2.0,3.7,0.0,0.0,,1.2,1.9,1.2,2.4,3.6,0.9,0.7,0.2,1.1,2.8,1,1,2007
Ronny Turiaf,C,LAL,25,18.7,6.6,2.4,5.1,0.0,0.0,,1.8,2.4,1.2,2.7,3.9,1.6,0.9,0.4,1.4,2.6,1,1,2008
Ronny Turiaf,C,GSW,26,21.5,5.9,2.4,4.6,0.0,0.0,,1.2,1.6,1.1,3.4,4.6,2.1,0.9,0.4,2.1,3.1,1,1,2009
Ronny Turiaf,C,GSW,27,20.8,4.9,2.0,3.5,0.0,0.0,,0.9,1.9,1.3,3.3,4.5,2.1,1.2,0.5,1.3,2.3,1,1,2010
Ronny Turiaf,C,NYK,28,17.8,4.2,1.6,2.5,0.0,0.0,,1.0,1.5,1.0,2.2,3.2,1.4,0.6,0.5,1.1,2.5,1,1,2011
Ronny Turiaf,C,TOT,29,47.9,8.0,3.1,5.0,0.0,0.2,,1.8,3.0,3.0,8.7,11.6,2.3000000000000003,2.9,2.9,2.9000000000000004,6.6,2,2,2012
Ronny Turiaf,C,LAC,30,10.8,1.9,0.8,1.5,0.0,0.0,,0.4,1.0,0.7,1.6,2.3,0.5,0.4,0.3,0.5,1.2,1,1,2013
Ronny Turiaf,C,MIN,31,19.5,4.8,2.1,3.5,0.0,0.0,,0.7,1.6,1.8,3.8,5.6,0.8,0.8,0.3,1.6,2.1,1,1,2014
Ronny Turiaf,C,MIN,32,9.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0,0,2015
Rony Seikaly,C,MIA,25,33.9,16.4,6.2,12.8,0.0,0.1,,4.0,6.5,3.2,7.8,11.1,1.5,3.2,0.8,1.3,3.3,1,1,1991
Rony Seikaly,C,MIA,26,35.4,16.4,5.9,12.0,0.0,0.0,,4.7,6.4,3.9,7.9,11.8,1.4,2.7,0.5,1.5,3.5,1,1,1992
Rony Seikaly,C,MIA,27,34.1,17.1,5.8,12.1,0.0,0.1,,5.5,7.5,3.6,8.2,11.8,1.4,2.8,0.5,1.2,3.6,1,1,1993
Rony Seikaly,C,MIA,28,33.5,15.1,5.4,11.2,0.0,0.0,,4.2,5.9,3.4,6.9,10.3,1.9,2.7,0.8,1.4,3.9,1,1,1994
Rony Seikaly,C,GSW,29,28.8,12.1,4.5,8.7,0.0,0.0,,3.1,4.4,2.1,5.3,7.4,1.3,2.9,0.6,1.0,3.4,1,1,1995
Rony Seikaly,C,GSW,30,28.3,12.1,4.5,8.9,0.0,0.0,,3.2,4.4,2.6,5.2,7.8,1.1,2.8,0.6,1.1,3.4,1,1,1996
Rony Seikaly,C,ORL,31,35.3,17.3,6.2,12.3,0.0,0.0,,4.8,6.8,3.7,5.8,9.5,1.2,2.9,0.7,1.4,3.7,1,1,1997
Rony Seikaly,C,TOT,32,77.7,33.0,10.9,26.3,0.0,0.0,,11.1,15.4,7.2,11.4,18.6,3.8,6.8,1.3,2.0,8.8,3,2,1998
Rony Seikaly,C,NJN,33,9.8,1.7,0.4,2.2,0.0,0.0,,0.8,2.0,0.6,1.8,2.3,0.2,1.1,0.4,0.7,1.7,1,0,1999
Rory Sparrow,PG,SAC,32,29.7,10.4,4.6,9.5,0.4,1.0,,0.7,1.0,0.6,1.8,2.3,4.5,1.6,1.0,0.2,2.4,1,1,1991
Rory Sparrow,PG,TOT,33,26.3,6.6,3.0,8.7,0.3999999999999999,1.1,,0.4,0.6,0.2,1.4,1.5,4.7,1.9,0.6,0.2,3.0,2,2,1992
Roshown McLeod,SF,ATL,23,10.2,4.8,1.8,4.8,0.0,0.3,,1.1,1.3,0.4,1.1,1.5,0.4,0.7,0.1,0.0,0.7,1,1,1999
Roshown McLeod,SF,ATL,24,19.5,7.2,3.0,7.5,0.0,0.3,,1.2,1.6,0.9,2.2,3.1,1.2,1.3,0.4,0.1,1.9,1,1,2000
Roshown McLeod,SF,TOT,25,68.0,21.5,9.3,21.2,0.2,2.2,,2.6,3.0,3.2,5.699999999999999,8.9,3.4,4.4,1.4,0.4,7.2,2,2,2001
Roy Hibbert,C,IND,22,14.4,7.1,2.8,6.0,0.0,0.0,,1.4,2.1,1.6,1.8,3.5,0.7,0.8,0.3,1.1,3.1,1,1,2009
Roy Hibbert,C,IND,23,25.1,11.7,4.8,9.7,0.0,0.1,,2.1,2.8,2.2,3.5,5.7,2.0,1.8,0.4,1.6,3.5,1,1,2010
Roy Hibbert,C,IND,24,27.7,12.7,5.1,11.0,0.0,0.0,,2.5,3.4,2.2,5.3,7.5,2.0,2.3,0.4,1.8,3.2,1,1,2011
Roy Hibbert,C,IND,25,29.8,12.8,5.1,10.3,0.0,0.0,,2.6,3.7,3.3,5.5,8.8,1.7,2.0,0.5,2.0,3.0,1,1,2012
Roy Hibbert,C,IND,26,28.7,11.9,4.9,10.9,0.0,0.1,,2.1,2.8,3.7,4.6,8.3,1.4,2.1,0.5,2.6,3.5,1,1,2013
Roy Hibbert,C,IND,27,29.7,10.8,4.1,9.3,0.0,0.1,,2.6,3.3,2.5,4.1,6.6,1.1,1.8,0.4,2.2,3.3,1,1,2014
Roy Hibbert,C,IND,28,25.3,10.6,4.2,9.3,0.0,0.0,,2.2,2.7,2.1,5.1,7.1,1.1,1.4,0.2,1.6,2.8,1,1,2015
Roy Hibbert,C,LAL,29,23.2,5.9,2.2,5.1,0.0,0.0,,1.4,1.8,1.6,3.3,4.9,1.2,0.9,0.4,1.4,3.1,1,1,2016
Roy Hibbert,C,TOT,30,32.0,10.5,3.9,7.0,0.0,0.0,,2.8,3.4000000000000004,2.6,4.5,7.1000000000000005,1.1,1.6,0.4,2.3,4.9,2,2,2017
Roy Hinson,PF,NJN,29,10.1,4.6,2.2,4.3,0.0,0.0,,0.1,0.3,0.7,1.4,2.1,0.4,0.7,0.0,0.3,1.6,1,0,1991
Roy Marble,SF,DEN,27,6.4,0.8,0.4,2.4,0.0,0.0,,0.0,0.6,0.6,1.0,1.6,0.2,0.6,0.0,0.4,0.2,0,0,1994
Roy Rogers,PF,VAN,23,22.5,6.6,3.0,5.9,0.0,0.0,,0.7,1.1,1.7,3.0,4.7,0.6,1.0,0.3,2.0,2.6,1,1,1997
Roy Rogers,PF,TOT,24,22.7,4.300000000000001,1.9,5.4,0.0,0.0,,0.4,1.3,1.8,1.9,3.7,0.4,1.1,0.6000000000000001,1.6,3.9,2,0,1998
Roy Rogers,PF,DEN,26,8.9,2.2,0.9,2.2,0.0,0.0,,0.5,1.0,0.8,1.2,2.0,0.2,0.3,0.1,1.0,0.9,1,1,2000
Roy Tarpley,C,DAL,26,34.2,20.4,8.6,15.8,0.0,0.2,,3.2,3.6,3.2,7.8,11.0,2.4,2.6,1.2,1.8,4.0,1,1,1991
Roy Tarpley,C,DAL,30,24.6,12.6,5.3,11.1,0.1,0.3,,1.9,2.2,2.6,5.6,8.2,1.1,2.0,0.8,1.0,2.8,1,1,1995
Royal Ivey,PG,ATL,23,13.0,3.5,1.4,3.2,0.0,0.1,,0.8,1.1,0.3,1.0,1.4,1.7,0.9,0.6,0.1,2.3,1,1,2005
Royal Ivey,PG,ATL,24,13.4,3.6,1.6,3.6,0.1,0.1,,0.3,0.5,0.4,0.9,1.3,1.0,0.3,0.3,0.1,2.0,1,1,2006
Royal Ivey,PG,ATL,25,10.2,3.0,1.2,2.7,0.1,0.3,,0.5,0.7,0.3,0.7,1.0,0.8,0.6,0.5,0.1,1.2,1,1,2007
Royal Ivey,PG,MIL,26,19.2,5.6,2.0,5.0,0.5,1.4,,1.1,1.6,0.5,1.1,1.6,2.1,1.0,0.6,0.1,2.2,1,1,2008
Royal Ivey,SG,PHI,27,12.1,3.0,1.0,2.9,0.5,1.6,,0.5,0.6,0.3,0.8,1.1,0.6,0.3,0.5,0.1,1.1,1,1,2009
Royal Ivey,SG,TOT,28,21.5,6.1000000000000005,2.3,5.6,0.9,2.3,,0.6000000000000001,0.8999999999999999,0.4,1.8,2.2,1.9,0.8,1.3,0.1,2.7,3,2,2010
Royal Ivey,SG,OKC,29,6.2,1.6,0.6,1.5,0.3,0.6,,0.1,0.1,0.1,0.6,0.6,0.3,0.2,0.2,0.0,0.7,1,0,2011
Royal Ivey,SG,OKC,30,10.4,2.1,0.8,2.1,0.5,1.6,,0.0,0.2,0.0,0.7,0.7,0.3,0.3,0.4,0.0,1.1,1,1,2012
Royal Ivey,SG,PHI,31,13.2,3.2,1.2,2.7,0.7,1.7,,0.2,0.3,0.3,0.8,1.1,0.6,0.4,0.4,0.1,1.4,1,1,2013
Royal Ivey,SG,OKC,32,2.5,0.0,0.0,1.0,0.0,0.5,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0,0,2014
Royce O'Neale,SF,UTA,24,16.7,5.0,1.7,4.1,0.6,1.7,,0.9,1.1,0.4,3.1,3.4,1.4,0.8,0.5,0.2,1.5,1,1,2018
Royce O'Neale,SF,UTA,25,20.4,5.2,2.0,4.2,0.8,2.1,,0.4,0.5,0.3,3.2,3.5,1.5,0.9,0.7,0.3,2.1,1,1,2019
Royce O'Neale,SF,UTA,26,28.9,6.3,2.2,5.1,1.3,3.4,,0.6,0.8,0.4,5.1,5.5,2.5,0.9,0.8,0.5,2.8,1,1,2020
Royce O'Neale,SF,UTA,27,31.6,7.0,2.5,5.5,1.5,3.9,,0.5,0.6,1.2,5.6,6.8,2.5,1.2,0.8,0.5,2.6,1,1,2021
Royce White,PF,SAC,22,3.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,2014
Ruben Boumtje-Boumtje,C,POR,23,7.4,1.2,0.4,1.0,0.0,0.0,,0.4,0.8,0.6,1.0,1.7,0.1,0.4,0.1,0.5,1.2,1,1,2002
Ruben Boumtje-Boumtje,C,POR,24,2.5,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0,0,2003
Ruben Boumtje-Boumtje,C,POR,25,2.9,0.4,0.1,0.6,0.0,0.0,,0.2,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,0,0,2004
Ruben Nembhard,SG-PG,TOT,24,32.6,12.0,5.1,11.3,0.0,2.1,,1.8,2.3,0.7,1.1,1.8,5.7,3.7,3.2,0.0,3.8,2,0,1997
Ruben Patterson,SF,LAL,23,6.0,2.7,0.9,2.1,0.0,0.3,,0.9,1.3,0.7,0.5,1.3,0.1,0.5,0.2,0.1,0.7,1,0,1999
Ruben Patterson,SF,SEA,24,25.9,11.6,4.4,8.2,0.1,0.3,,2.7,4.0,2.7,2.7,5.4,1.6,1.8,1.2,0.5,2.3,1,1,2000
Ruben Patterson,SF,SEA,25,27.1,13.0,4.9,9.9,0.0,0.5,,3.2,4.8,2.4,2.6,5.0,2.1,2.0,1.4,0.6,2.3,1,1,2001
Ruben Patterson,SF,POR,26,23.5,11.2,4.3,8.3,0.1,0.5,,2.6,3.7,2.1,1.9,4.0,1.4,1.5,1.1,0.5,1.9,1,1,2002
Ruben Patterson,SF,POR,27,21.2,8.3,3.3,6.6,0.0,0.3,,1.8,2.8,1.5,1.8,3.4,1.3,1.5,0.9,0.4,2.1,1,1,2003
Ruben Patterson,SF,POR,28,22.6,6.9,2.7,5.4,0.0,0.2,,1.4,2.6,1.8,1.9,3.7,1.9,1.4,1.2,0.3,2.1,1,1,2004
Ruben Patterson,SF,POR,29,28.0,11.6,4.6,8.6,0.0,0.4,,2.4,4.0,1.8,2.1,3.9,2.0,2.0,1.5,0.3,2.3,1,1,2005
